;von;bis;;
Datum:;20.07.2020;20.07.2020;;
Enthalt Z;69;69;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Flat White auf Eis;0;45;189.00;16.87 %;;7;29.40;;38;159.60
Cappuccino;0;50;160.00;14.28 %;;10;32.00;;40;128.00
Prima Estate 250g;0;7;66.50;5.93 %;;1;9.50;;6;57.00
Finca Isnul 500g;0;3;60.00;5.35 %;;0;0.00;;3;60.00
Kuchen Maple Carrot;0;10;48.00;4.28 %;;4;19.20;;6;28.80
El Moreno 250g;0;4;46.00;4.10 %;;1;11.50;;3;34.50
Flat White;0;11;41.80;3.73 %;;3;11.40;;8;30.40
Caffé Latte;0;11;38.50;3.44 %;;2;7.00;;9;31.50
Cappuccino groß;0;9;34.20;3.05 %;;3;11.40;;6;22.80
Cold Brew;0;11;33.00;2.94 %;;0;0.00;;11;33.00
Filterkaffee;0;12;30.00;2.68 %;;2;5.00;;10;25.00
Espresso single;0;14;28.00;2.50 %;;0;0.00;;14;28.00
Kaltgetränk;0;10;28.00;2.50 %;;2;5.60;;8;22.40
Banana Bread PINE NUT;0;6;22.80;2.03 %;;1;3.80;;5;19.00
Pain au chocolat;0;8;22.40;2.00 %;;0;0.00;;8;22.40
Finca Isnul 250g;0;2;21.00;1.87 %;;0;0.00;;2;21.00
El Carmen Decaf 500g;0;1;20.00;1.78 %;;0;0.00;;1;20.00
Don Pasquale 500g;0;1;20.00;1.78 %;;0;0.00;;1;20.00
Prima Estate 500g;0;1;18.00;1.61 %;;0;0.00;;1;18.00
Café Crème;0;6;15.00;1.34 %;;1;2.50;;5;12.50
Croissant CREMA LIMA;0;4;14.00;1.25 %;;1;3.50;;3;10.50
Americano auf Eis;0;5;14.00;1.25 %;;2;5.60;;3;8.40
Kakao;0;4;14.00;1.25 %;;2;7.00;;2;7.00
Bumbogo 250g;0;1;13.50;1.20 %;;0;0.00;;1;13.50
Doppio Macchiato;0;4;12.00;1.07 %;;0;0.00;;4;12.00
Lua Clara 250g;0;1;11.50;1.03 %;;0;0.00;;1;11.50
Don Pasquale 250g;0;1;10.50;0.94 %;;1;10.50;;0;0.00
El Carmen Decaf 250g;0;1;10.50;0.94 %;;0;0.00;;1;10.50
Doppio;0;4;10.00;0.89 %;;0;0.00;;4;10.00
Espresso Macchiato;0;4;10.00;0.89 %;;0;0.00;;4;10.00
Croissant;0;5;10.00;0.89 %;;1;2.00;;4;8.00
Hand Brew;0;2;9.00;0.80 %;;1;4.50;;1;4.50
Espresso Tonic;0;2;8.40;0.75 %;;0;0.00;;2;8.40
Americano;0;3;7.50;0.67 %;;0;0.00;;3;7.50
ReCup ausgeben;0;7;7.00;0.62 %;;0;0.00;;7;7.00
Granola COCOS;0;1;4.20;0.37 %;;0;0.00;;1;4.20
Caffé Latte doppelt;0;1;3.80;0.34 %;;0;0.00;;1;3.80
Flat White Hafer;0;1;3.80;0.34 %;;1;3.80;;0;0.00
Tea;0;1;3.50;0.31 %;;0;0.00;;1;3.50
Cappuccino Hafer;0;1;3.20;0.29 %;;0;0.00;;1;3.20
Café Crème groß;0;1;3.00;0.27 %;;0;0.00;;1;3.00
ReCup ausgeben *;0;3;3.00;0.27 %;;0;0.00;;3;3.00
Milchschaum Kids;0;1;0.00;0.00 %;;0;0.00;;1;0.00
ReCup zurücknehmen **;0;2;-2.00;-0.18 %;;0;0.00;;2;-2.00
ReCup zurücknehmen;0;6;-6.00;-0.54 %;;0;0.00;;6;-6.00
;;;;
