date,day_of_week,month,year,week_of_year,Getränke_sales,Getränke_count,Speisen_sales,Speisen_count,Sonstiges_sales,Sonstiges_count,Milchmischgetränke_sales,Milchmischgetränke_count,Hafer_sales,Hafer_count,Röstkaffee_sales,Röstkaffee_count,Kaffee_sales,Kaffee_count,Non Kaffee_sales,Non Kaffee_count,Equipment__sales,Equipment__count,Summer_sales,Summer_count,Decaf_sales,Decaf_count
2022-02-24,Thursday,February,2022,8,821.50,374,212.80,66,281.70,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-25,Friday,February,2022,8,1034.80,371,359.70,111,252.50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-26,Saturday,February,2022,8,1659.40,767,515.50,158,637.50,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-27,Sunday,February,2022,8,1642.60,762,656.20,196,369.25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-28,Monday,February,2022,9,1200.40,525,333.80,112,333.00,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01,Tuesday,March,2022,9,1065.40,414,278.60,87,239.50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-02,Wednesday,March,2022,9,800.40,326,231.40,77,363.00,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-03,Thursday,March,2022,9,1543.40,724,402.20,128,322.00,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-04,Friday,March,2022,9,1246.60,587,431.40,135,596.30,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05,Saturday,March,2022,9,1783.80,859,562.60,175,591.50,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06,Sunday,March,2022,9,1379.20,635,442.40,147,351.70,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07,Monday,March,2022,10,599.90,272,160.80,54,203.50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08,Tuesday,March,2022,10,941.80,436,238.60,78,223.00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09,Wednesday,March,2022,10,921.40,414,278.40,90,260.70,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10,Thursday,March,2022,10,953.00,473,204.00,65,204.50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11,Friday,March,2022,10,1262.00,604,326.60,101,461.50,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12,Saturday,March,2022,10,1745.40,803,595.20,180,700.00,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13,Sunday,March,2022,10,1471.40,635,533.40,166,115.50,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14,Monday,March,2022,11,886.20,380,251.60,78,285.40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15,Tuesday,March,2022,11,721.40,283,218.60,68,139.50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16,Wednesday,March,2022,11,785.20,338,193.00,59,338.50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17,Thursday,March,2022,11,589.60,282,180.00,57,213.50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18,Friday,March,2022,11,908.20,383,259.50,75,408.00,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19,Saturday,March,2022,11,1720.60,831,584.20,170,686.00,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20,Sunday,March,2022,11,1561.20,758,407.10,119,352.00,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21,Monday,March,2022,12,783.50,375,203.40,65,527.90,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22,Tuesday,March,2022,12,929.60,368,195.60,63,260.60,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23,Wednesday,March,2022,12,793.60,354,209.40,65,312.00,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24,Thursday,March,2022,12,942.20,387,230.80,69,319.00,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25,Friday,March,2022,12,1032.80,453,355.00,99,507.00,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26,Saturday,March,2022,12,1951.65,821,524.85,155,607.40,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27,Sunday,March,2022,12,1514.83,665,354.97,104,148.50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28,Monday,March,2022,13,862.00,357,286.60,90,252.50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29,Tuesday,March,2022,13,798.40,333,230.80,68,425.70,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30,Wednesday,March,2022,13,781.40,310,188.40,60,320.50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31,Thursday,March,2022,13,719.10,264,174.60,53,414.75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01,Friday,April,2022,13,561.20,185,209.40,60,333.00,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02,Saturday,April,2022,13,849.50,325,360.60,107,516.00,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03,Sunday,April,2022,13,1011.00,418,413.30,119,378.70,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04,Monday,April,2022,14,863.20,343,238.40,69,291.50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05,Tuesday,April,2022,14,647.00,270,198.20,60,247.00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06,Wednesday,April,2022,14,758.40,313,218.60,75,367.50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07,Thursday,April,2022,14,672.70,248,258.80,78,327.00,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08,Friday,April,2022,14,556.90,202,208.60,64,438.20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09,Saturday,April,2022,14,1334.60,538,541.40,162,833.50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10,Sunday,April,2022,14,1263.50,509,377.00,113,102.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11,Monday,April,2022,15,1030.30,413,319.80,95,618.40,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12,Tuesday,April,2022,15,952.60,354,260.80,77,262.50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13,Wednesday,April,2022,15,913.50,346,271.60,77,388.50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14,Thursday,April,2022,15,972.60,368,296.80,91,750.20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15,Friday,April,2022,15,1129.00,434,473.20,136,421.00,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16,Saturday,April,2022,15,1529.10,597,517.80,156,865.30,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-17,Sunday,April,2022,15,859.80,329,284.00,90,366.50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-18,Monday,April,2022,16,1207.10,468,338.00,107,302.50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-19,Tuesday,April,2022,16,987.90,385,231.20,73,529.40,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-20,Wednesday,April,2022,16,1232.80,461,310.00,94,374.50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-21,Thursday,April,2022,16,1165.60,446,264.60,85,418.00,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-22,Friday,April,2022,16,1384.10,532,346.50,105,401.70,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-23,Saturday,April,2022,16,1559.90,607,489.00,143,673.20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-24,Sunday,April,2022,16,760.80,302,268.90,77,247.50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-25,Monday,April,2022,17,837.90,292,244.86,77,283.90,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-26,Tuesday,April,2022,17,761.00,292,218.20,66,156.20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-27,Wednesday,April,2022,17,769.24,317,224.86,64,243.00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-28,Thursday,April,2022,17,1178.80,436,353.60,101,456.50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-29,Friday,April,2022,17,1088.30,437,366.20,105,412.50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-30,Saturday,April,2022,17,1313.10,496,437.00,123,1082.00,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-01,Sunday,May,2022,17,1356.60,550,382.90,110,174.50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-02,Monday,May,2022,18,917.50,346,283.70,82,234.00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-03,Tuesday,May,2022,18,751.40,332,221.50,68,326.80,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-04,Wednesday,May,2022,18,852.00,312,322.10,92,358.00,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-05,Thursday,May,2022,18,887.16,337,302.30,92,319.94,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-06,Friday,May,2022,18,1134.10,395,336.20,100,320.00,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-07,Saturday,May,2022,18,1934.60,750,548.20,159,833.50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-08,Sunday,May,2022,18,1463.10,543,453.80,136,291.50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-09,Monday,May,2022,19,833.00,327,181.60,56,278.20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-10,Tuesday,May,2022,19,898.70,347,268.40,79,310.75,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-11,Wednesday,May,2022,19,834.90,300,213.00,63,441.00,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-12,Thursday,May,2022,19,921.80,355,280.20,87,270.20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-13,Friday,May,2022,19,1106.55,377,328.25,100,438.30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-14,Saturday,May,2022,19,1432.90,485,436.60,125,383.00,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-15,Sunday,May,2022,19,1072.90,399,353.30,106,161.50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-16,Monday,May,2022,20,734.50,283,225.90,69,311.00,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-17,Tuesday,May,2022,20,896.80,330,218.80,66,226.00,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-18,Wednesday,May,2022,20,775.00,273,188.50,56,547.10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-19,Thursday,May,2022,20,862.40,305,267.60,81,190.00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-20,Friday,May,2022,20,969.60,332,269.83,82,402.52,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-21,Saturday,May,2022,20,1526.80,546,471.00,136,740.90,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-22,Sunday,May,2022,20,1295.80,479,390.80,119,240.50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-23,Monday,May,2022,21,781.80,260,234.90,69,373.00,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-24,Tuesday,May,2022,21,1073.20,396,297.50,88,378.00,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-25,Wednesday,May,2022,21,1077.70,391,288.50,86,531.00,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-26,Thursday,May,2022,21,1395.95,503,442.80,127,670.65,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-27,Friday,May,2022,21,1506.30,524,445.20,135,592.50,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-28,Saturday,May,2022,21,1794.78,718,537.42,161,728.80,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-29,Sunday,May,2022,21,1650.08,676,572.12,187,365.40,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-30,Monday,May,2022,22,878.94,359,320.16,100,208.80,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-31,Tuesday,May,2022,22,942.98,350,270.22,78,315.00,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01,Wednesday,June,2022,22,819.40,293,227.00,69,266.90,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-02,Thursday,June,2022,22,1006.70,351,355.60,107,471.60,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-03,Friday,June,2022,22,1027.40,362,286.60,86,779.20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-04,Saturday,June,2022,22,1358.65,491,478.25,141,541.50,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-05,Sunday,June,2022,22,1203.10,424,432.30,138,147.50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-06,Monday,June,2022,23,1607.70,568,443.40,136,274.00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-07,Tuesday,June,2022,23,1005.30,369,356.90,104,151.50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-08,Wednesday,June,2022,23,870.80,348,260.00,81,430.40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-09,Thursday,June,2022,23,947.20,346,326.10,99,494.90,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-10,Friday,June,2022,23,1106.20,450,334.17,99,393.43,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-11,Saturday,June,2022,23,1158.70,406,346.60,102,500.00,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-12,Sunday,June,2022,23,1090.70,409,323.00,95,163.50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-13,Monday,June,2022,24,796.00,288,255.60,77,197.50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-14,Tuesday,June,2022,24,994.80,357,260.00,82,234.20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-15,Wednesday,June,2022,24,847.70,287,214.20,64,557.50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-16,Thursday,June,2022,24,1110.25,387,376.45,109,347.00,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-17,Friday,June,2022,24,1142.60,409,335.40,97,591.50,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-18,Saturday,June,2022,24,1163.18,390,349.82,100,463.00,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-19,Sunday,June,2022,24,779.00,255,286.60,90,82.50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-20,Monday,June,2022,25,758.90,281,240.80,71,542.50,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-21,Tuesday,June,2022,25,805.10,278,221.60,67,200.50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-22,Wednesday,June,2022,25,811.40,275,292.40,88,362.70,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-23,Thursday,June,2022,25,916.90,332,290.20,87,278.00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-24,Friday,June,2022,25,1031.10,385,409.80,127,490.30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-25,Saturday,June,2022,25,1750.60,642,503.20,154,451.50,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-26,Sunday,June,2022,25,1451.40,479,444.50,137,307.00,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-27,Monday,June,2022,26,1038.40,368,306.80,91,285.00,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-28,Tuesday,June,2022,26,1006.65,349,368.05,109,382.00,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-29,Wednesday,June,2022,26,954.30,356,338.60,104,267.00,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-30,Thursday,June,2022,26,951.70,312,331.32,98,320.40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-01,Friday,July,2022,26,1046.90,467,307.60,93,309.90,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-02,Saturday,July,2022,26,1584.30,616,434.60,131,600.00,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-03,Sunday,July,2022,26,1146.00,400,342.00,106,162.05,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-04,Monday,July,2022,27,941.10,323,295.80,89,257.30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-05,Tuesday,July,2022,27,1097.00,383,346.00,104,331.50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-06,Wednesday,July,2022,27,1108.20,396,347.50,104,430.50,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-07,Thursday,July,2022,27,1154.88,433,370.22,109,293.00,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-08,Friday,July,2022,27,1231.40,429,477.60,143,447.50,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-09,Saturday,July,2022,27,1719.70,683,520.60,159,562.00,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-10,Sunday,July,2022,27,1444.90,507,517.10,166,259.40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-11,Monday,July,2022,28,919.10,344,306.20,89,359.00,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-12,Tuesday,July,2022,28,910.10,338,307.80,89,339.00,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-13,Wednesday,July,2022,28,853.20,314,263.20,82,318.40,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,Thursday,July,2022,28,981.60,358,286.90,91,371.70,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-15,Friday,July,2022,28,943.47,346,300.23,86,369.00,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-16,Saturday,July,2022,28,1736.80,687,461.40,131,723.80,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-17,Sunday,July,2022,28,1542.80,558,452.60,133,304.20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-18,Monday,July,2022,29,701.20,239,208.60,64,471.10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-19,Tuesday,July,2022,29,754.90,263,221.70,67,149.50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-20,Wednesday,July,2022,29,829.92,292,293.08,86,324.00,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-21,Thursday,July,2022,29,1071.70,339,314.80,95,516.30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22,Friday,July,2022,29,1022.70,343,343.30,98,585.50,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-23,Saturday,July,2022,29,1618.30,566,517.70,146,666.30,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-24,Sunday,July,2022,29,1320.80,419,432.60,125,378.50,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-25,Monday,July,2022,30,2112.30,723,649.40,197,819.40,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-27,Wednesday,July,2022,30,1276.20,466,387.80,112,461.90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-28,Thursday,July,2022,30,1092.00,394,397.90,119,507.00,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-29,Friday,July,2022,30,1392.20,501,460.90,131,371.00,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-30,Saturday,July,2022,30,1751.90,629,535.00,157,642.50,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-31,Sunday,July,2022,30,1485.20,519,462.80,139,353.50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-01,Monday,August,2022,31,1142.50,506,337.70,100,247.30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-02,Tuesday,August,2022,31,1118.20,390,389.20,115,287.50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-03,Wednesday,August,2022,31,911.10,314,262.00,82,264.50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-04,Thursday,August,2022,31,809.80,345,208.80,59,407.50,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-05,Friday,August,2022,31,1111.60,387,385.90,112,557.00,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-06,Saturday,August,2022,31,1706.70,655,581.00,166,739.00,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-07,Sunday,August,2022,31,1315.50,468,432.60,132,300.50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-08,Monday,August,2022,32,1015.80,360,346.70,101,294.40,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-09,Tuesday,August,2022,32,1138.00,375,351.70,102,420.80,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-10,Wednesday,August,2022,32,1078.50,414,372.50,112,313.40,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-11,Thursday,August,2022,32,1994.70,685,565.50,167,593.65,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13,Saturday,August,2022,32,1694.57,573,556.83,159,557.50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14,Sunday,August,2022,32,1298.60,422,382.20,113,275.00,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15,Monday,August,2022,33,1059.80,348,292.70,85,305.50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16,Tuesday,August,2022,33,958.50,308,315.20,91,304.20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17,Wednesday,August,2022,33,1129.20,416,335.40,101,460.00,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18,Thursday,August,2022,33,987.70,341,337.40,98,340.90,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19,Friday,August,2022,33,1013.30,340,347.00,105,489.45,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20,Saturday,August,2022,33,1583.30,536,588.80,175,555.00,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21,Sunday,August,2022,33,1429.60,514,525.00,150,219.00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22,Monday,August,2022,34,927.80,330,241.90,70,499.55,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23,Tuesday,August,2022,34,929.90,346,283.60,82,285.40,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-24,Wednesday,August,2022,34,1001.50,372,306.40,89,306.00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-25,Thursday,August,2022,34,867.60,287,299.20,88,348.40,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-26,Friday,August,2022,34,821.50,267,316.80,94,332.80,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-27,Saturday,August,2022,34,1308.40,433,454.60,142,313.50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-28,Sunday,August,2022,34,1569.10,545,543.80,159,264.00,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-29,Monday,August,2022,35,1074.90,391,334.80,103,340.60,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-30,Tuesday,August,2022,35,1010.60,377,260.40,77,326.00,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-31,Wednesday,August,2022,35,935.40,313,293.90,85,402.20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-01,Thursday,September,2022,35,1038.90,359,352.30,105,410.50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-02,Friday,September,2022,35,1128.00,373,359.60,106,382.00,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-03,Saturday,September,2022,35,1515.60,531,498.40,148,418.00,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-04,Sunday,September,2022,35,1473.10,507,534.80,156,237.30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-05,Monday,September,2022,36,917.70,330,326.20,97,334.50,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-06,Tuesday,September,2022,36,1129.30,378,285.80,89,244.20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-07,Wednesday,September,2022,36,1074.60,382,322.30,97,246.50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-08,Thursday,September,2022,36,1038.30,382,314.00,97,473.20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-09,Friday,September,2022,36,901.17,320,343.26,100,219.17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-10,Saturday,September,2022,36,1729.10,650,532.20,155,569.65,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-11,Sunday,September,2022,36,1225.30,429,486.60,146,423.00,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
