date,day_of_week,month,year,week_of_year,Getränke_sales,Getränke_count,Speisen_sales,Speisen_count,Sonstiges_sales,Sonstiges_count,Milchmischgetränke_sales,Milchmischgetränke_count,Hafer_sales,Hafer_count,Röstkaffee_sales,Röstkaffee_count,Kaffee_sales,Kaffee_count,Non Kaffee_sales,Non Kaffee_count,Equipment__sales,Equipment__count,Summer_sales,Summer_count,Decaf_sales,Decaf_count
2021-05-17,Monday,May,2021,20,639.10,583,134.60,43,260.50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-18,Tuesday,May,2021,20,692.00,646,275.60,82,328.70,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-19,Wednesday,May,2021,20,944.30,785,125.60,42,363.00,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-20,Thursday,May,2021,20,777.10,674,131.40,46,328.20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-21,Friday,May,2021,20,794.20,660,153.40,50,554.00,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-22,Saturday,May,2021,20,1892.26,1441,382.40,117,651.44,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-23,Sunday,May,2021,20,1324.40,970,319.40,86,201.50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-24,Monday,May,2021,21,1049.60,845,298.40,87,211.50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-25,Tuesday,May,2021,21,815.60,603,153.80,47,270.50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-26,Wednesday,May,2021,21,606.20,477,138.00,44,315.00,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-27,Thursday,May,2021,21,971.20,780,240.00,76,343.50,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-28,Friday,May,2021,21,1057.80,839,201.00,62,505.90,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-29,Saturday,May,2021,21,1432.26,1122,388.00,111,703.40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-30,Sunday,May,2021,21,1425.20,1033,332.40,92,145.00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-31,Monday,May,2021,22,1037.80,639,178.20,61,365.00,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,Tuesday,June,2021,22,887.00,586,170.40,56,303.00,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-02,Wednesday,June,2021,22,807.60,524,113.00,38,159.00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-03,Thursday,June,2021,22,1100.20,789,182.00,54,299.90,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-04,Friday,June,2021,22,1098.20,704,242.40,72,718.50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-05,Saturday,June,2021,22,1208.80,792,304.40,85,557.90,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-06,Sunday,June,2021,22,868.37,495,289.40,76,259.23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-07,Monday,June,2021,23,591.40,351,86.60,29,295.60,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-08,Tuesday,June,2021,23,551.40,338,104.80,34,260.50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-09,Wednesday,June,2021,23,630.40,352,161.20,54,226.40,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-10,Thursday,June,2021,23,653.80,308,88.60,33,165.00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-11,Friday,June,2021,23,1000.02,503,223.00,73,430.20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-12,Saturday,June,2021,23,1303.40,626,363.20,102,791.50,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-13,Sunday,June,2021,23,931.60,409,202.20,55,176.80,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-14,Monday,June,2021,24,651.60,298,137.00,46,141.70,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,Tuesday,June,2021,24,625.60,355,95.40,34,350.50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-16,Wednesday,June,2021,24,668.00,324,105.10,39,432.70,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-17,Thursday,June,2021,24,561.20,272,121.60,41,254.00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,Friday,June,2021,24,769.60,299,160.40,48,229.50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-19,Saturday,June,2021,24,923.60,440,249.00,76,382.00,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-20,Sunday,June,2021,24,992.80,389,264.80,73,224.50,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,Monday,June,2021,25,675.40,295,113.00,36,266.50,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-22,Tuesday,June,2021,25,734.80,294,155.20,53,271.90,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,Wednesday,June,2021,25,582.40,273,144.60,47,367.30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-24,Thursday,June,2021,25,732.80,364,144.00,51,221.50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,Friday,June,2021,25,804.80,366,176.20,56,376.50,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-26,Saturday,June,2021,25,1309.00,587,339.20,102,466.50,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27,Sunday,June,2021,25,1073.40,400,289.00,84,267.00,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-28,Monday,June,2021,26,768.60,324,192.20,62,281.00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,Tuesday,June,2021,26,556.40,226,149.00,49,223.00,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-30,Wednesday,June,2021,26,857.00,304,123.40,43,134.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-01,Thursday,July,2021,26,905.60,345,201.80,70,336.00,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-02,Friday,July,2021,26,1306.20,488,312.60,92,662.30,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-03,Saturday,July,2021,26,1412.20,636,378.40,115,538.90,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-04,Sunday,July,2021,26,1053.20,350,312.80,86,214.00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-05,Monday,July,2021,27,761.20,285,150.80,50,211.50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-06,Tuesday,July,2021,27,841.60,315,185.40,62,431.00,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-07,Wednesday,July,2021,27,624.00,244,136.40,45,348.90,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-08,Thursday,July,2021,27,854.00,341,205.80,67,417.00,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,Friday,July,2021,27,1056.60,522,310.00,98,612.40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,Saturday,July,2021,27,1288.00,437,397.20,118,696.50,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-11,Sunday,July,2021,27,1221.20,434,332.20,99,387.50,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-12,Monday,July,2021,28,672.40,276,172.40,61,169.00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-13,Tuesday,July,2021,28,644.40,282,174.00,60,207.70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-14,Wednesday,July,2021,28,925.60,353,194.40,67,264.70,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-15,Thursday,July,2021,28,875.60,348,184.40,62,223.00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-16,Friday,July,2021,28,1036.80,377,294.20,90,414.50,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-17,Saturday,July,2021,28,1407.40,598,474.60,136,705.00,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-18,Sunday,July,2021,28,1295.20,514,353.60,105,187.50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-19,Monday,July,2021,29,831.60,350,189.00,63,216.15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-20,Tuesday,July,2021,29,901.80,377,233.00,81,584.70,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-21,Wednesday,July,2021,29,848.60,301,186.80,62,209.50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-22,Thursday,July,2021,29,884.40,320,170.60,57,477.20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-23,Friday,July,2021,29,986.60,485,263.20,80,325.20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-24,Saturday,July,2021,29,1242.40,469,339.60,99,728.00,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-25,Sunday,July,2021,29,1047.20,412,392.40,116,223.50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-26,Monday,July,2021,30,912.00,330,166.00,57,282.50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-27,Tuesday,July,2021,30,1157.80,399,210.80,72,428.50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-28,Wednesday,July,2021,30,884.00,334,211.20,72,485.00,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-29,Thursday,July,2021,30,1080.60,399,246.40,84,355.00,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
